LoanID,Age,Gender,Marital_Status,Employment_Status,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Existing_Loans_Count,Loan_Approval_Status
5195,51.0,Male,Single,Employed,114022.0,52754.0,48,680.0,0,1
5196,35.0,Male,Divorced,Self-Employed,231707.0,254444.0,24,543.0,0,0
5197,36.0,Male,Divorced,Employed,131689.0,58639.0,36,482.0,1,0
5198,33.0,Male,Married,Self-Employed,126948.0,209298.0,24,843.0,2,0
5199,69.0,Female,Married,Unemployed,212558.0,17669.0,48,847.0,1,1
5200,55.0,Female,Married,Employed,21611.0,396383.0,60,392.0,0,0
5201,31.0,Female,Widowed,Unemployed,146047.0,351653.0,60,667.0,1,0
5202,41.0,Female,Widowed,Self-Employed,51657.0,157157.0,48,458.0,2,1
5203,31.0,Male,Divorced,Unemployed,38462.0,33787.0,36,697.0,0,0
5204,50.0,Male,Divorced,Employed,227381.0,226692.0,12,479.0,1,0
5205,68.0,Male,Single,Employed,109299.0,291195.0,72,737.0,3,1
5206,55.0,Male,Divorced,Self-Employed,58547.0,191638.0,72,672.0,3,1
5207,42.0,Male,Divorced,Self-Employed,127754.0,55615.0,72,605.0,1,0
5208,58.0,Female,Married,Employed,180135.0,213162.0,12,678.0,1,0
5209,51.0,Male,Married,Employed,102273.0,188334.0,24,517.0,2,0
5210,34.0,Female,Married,Employed,99397.0,435855.0,48,628.0,0,0
5211,44.0,Male,Married,Employed,72788.0,214962.0,48,642.0,1,1
5212,69.0,Female,Married,Self-Employed,193595.0,403505.0,12,462.0,0,1
5213,52.0,Male,Single,Employed,181356.0,124123.0,36,457.0,3,1
5214,56.0,Female,Single,Self-Employed,107964.0,422960.0,72,409.0,0,0
5215,52.0,Male,Single,Employed,215068.0,395958.0,48,649.0,4,0
5216,35.0,Male,Married,Employed,86247.0,22945.0,60,664.0,2,0
5217,63.0,Male,Widowed,Unemployed,33706.0,225851.0,60,314.0,2,0
5218,55.0,Male,Married,Unemployed,244686.0,381279.0,48,452.0,0,0
5219,23.0,Female,Married,Employed,30924.0,257565.0,72,831.0,2,0
5220,36.0,Male,Single,Self-Employed,35921.0,455180.0,72,699.0,0,0
5221,25.0,Female,Married,Employed,176504.0,240662.0,72,351.0,0,0
5222,41.0,Male,Single,Unemployed,138960.0,160299.0,36,768.0,3,0
5223,30.0,Female,Married,Employed,37813.0,229356.0,60,620.0,0,0
5224,39.0,Male,Divorced,Unemployed,124748.0,349638.0,36,666.0,2,0
5225,,Male,Widowed,Employed,,,12,,4,0
5226,24.0,Female,Widowed,Employed,216322.0,443746.0,24,315.0,1,0
5227,49.0,Male,Single,Self-Employed,146078.0,58168.0,72,710.0,2,1
5228,39.0,Male,Divorced,Unemployed,220028.0,81086.0,12,573.0,4,0
5229,63.0,Female,Widowed,Unemployed,153140.0,463311.0,24,605.0,2,1
5230,22.0,Male,Single,Unemployed,59927.0,126915.0,60,391.0,4,1
5231,30.0,Female,Married,Self-Employed,221414.0,336704.0,24,757.0,2,0
5232,63.0,Male,Married,Employed,125148.0,36772.0,24,569.0,1,0
5233,45.0,Female,Divorced,Self-Employed,50539.0,406938.0,48,351.0,3,0
5234,40.0,Female,Widowed,Employed,31683.0,186214.0,24,420.0,3,0
5235,68.0,Female,Married,Self-Employed,143031.0,72656.0,48,349.0,1,0
5236,39.0,Female,Single,Self-Employed,105151.0,362769.0,24,774.0,2,1
5237,43.0,Male,Married,Unemployed,186746.0,91884.0,48,791.0,4,0
5238,44.0,Male,Married,Self-Employed,72703.0,122129.0,60,679.0,0,1
5239,31.0,Female,Widowed,Employed,78810.0,141949.0,60,686.0,2,1
5240,66.0,Male,Widowed,Self-Employed,106111.0,286048.0,24,588.0,1,0
5241,54.0,Male,Single,Self-Employed,236415.0,353472.0,36,753.0,3,0
5242,48.0,Male,Divorced,Employed,105977.0,489789.0,60,670.0,3,0
5243,25.0,Female,Divorced,Unemployed,238186.0,218943.0,12,483.0,2,0
5244,25.0,Male,Married,Employed,162189.0,85195.0,12,504.0,4,0
5245,41.0,Male,Single,Employed,23665.0,165756.0,48,471.0,1,1
5246,32.0,Female,Divorced,Employed,64390.0,333644.0,36,521.0,1,0
5247,24.0,Male,Divorced,Self-Employed,94884.0,39902.0,72,467.0,4,0
5248,69.0,Female,Married,Self-Employed,83887.0,320750.0,48,543.0,4,1
5249,62.0,Female,Single,Employed,199338.0,128574.0,24,517.0,2,0
5250,40.0,Female,Divorced,Employed,75541.0,236620.0,60,355.0,2,0
5251,58.0,Male,Widowed,Unemployed,215874.0,40571.0,36,466.0,3,0
5252,45.0,Male,Widowed,Self-Employed,114319.0,336591.0,48,818.0,3,0
5253,34.0,Female,Married,Self-Employed,27882.0,81752.0,48,441.0,4,1
5254,31.0,Female,Married,Self-Employed,90825.0,465160.0,12,424.0,0,1
5255,52.0,Female,Married,Self-Employed,33910.0,354301.0,24,389.0,0,0
5256,31.0,Female,Married,Employed,60566.0,222585.0,48,610.0,0,0
5257,38.0,Female,Divorced,Employed,214145.0,214803.0,12,670.0,1,0
5258,47.0,Female,Single,Unemployed,117519.0,180010.0,36,515.0,2,1
5259,38.0,Male,Married,Self-Employed,187248.0,62203.0,48,740.0,4,1
5260,43.0,Female,Married,Self-Employed,103081.0,62805.0,72,485.0,3,0
5261,31.0,Female,Divorced,Employed,181361.0,242039.0,72,452.0,0,0
5262,,Female,Married,Unemployed,,,12,,3,1
5263,64.0,Male,Married,Employed,220698.0,77649.0,72,635.0,2,0
5264,25.0,Male,Single,Self-Employed,129337.0,397438.0,24,814.0,4,0
5265,43.0,Male,Widowed,Self-Employed,35362.0,45910.0,60,448.0,0,1
5266,61.0,Male,Married,Unemployed,238682.0,420977.0,72,831.0,0,0
5267,45.0,Female,Divorced,Employed,247443.0,292136.0,36,701.0,4,0
5268,61.0,Male,Single,Self-Employed,33783.0,215386.0,48,630.0,3,0
5269,30.0,Female,Divorced,Self-Employed,195234.0,354665.0,12,526.0,2,1
5270,42.0,Female,Single,Unemployed,186821.0,60448.0,48,657.0,2,0
5271,39.0,Female,Single,Self-Employed,154626.0,74903.0,60,615.0,2,0
5272,21.0,Female,Married,Self-Employed,209640.0,1330989.0,48,335.0,3,0
5273,27.0,Female,Married,Employed,38773.0,277930.0,48,808.0,3,1
5274,24.0,Female,Married,Unemployed,224766.0,116316.0,12,777.0,0,0
5275,21.0,Male,Widowed,Unemployed,217622.0,47706.0,60,727.0,3,0
5276,35.0,Male,Widowed,Unemployed,197367.0,377141.0,36,749.0,1,0
5277,60.0,Male,Divorced,Employed,181403.0,494660.0,12,389.0,4,0
5278,32.0,Male,Married,Unemployed,65640.0,343731.0,60,840.0,3,1
5279,42.0,Male,Widowed,Self-Employed,215949.0,238354.0,60,475.0,2,0
5280,42.0,Female,Married,Unemployed,66969.0,282755.0,48,719.0,3,1
5281,67.0,Male,Widowed,Self-Employed,62986.0,271634.0,24,470.0,0,1
5282,37.0,Male,Widowed,Unemployed,122017.0,317148.0,24,693.0,4,1
5283,49.0,Male,Single,Unemployed,136180.0,458850.0,36,565.0,4,0
5284,,Female,Married,Employed,,,48,,2,0
5285,34.0,Female,Married,Unemployed,24122.0,134213.0,24,433.0,4,0
5286,40.0,Female,Widowed,Unemployed,36838.0,142449.0,12,325.0,1,1
5287,68.0,Male,Married,Employed,168373.0,277047.0,36,576.0,4,1
5288,53.0,Male,Widowed,Self-Employed,43107.0,150639.0,48,399.0,2,0
5289,63.0,Male,Married,Unemployed,208429.0,224493.0,72,741.0,4,1
5290,35.0,Male,Single,Unemployed,239233.0,261477.0,12,724.0,3,1
5291,32.0,Male,Married,Self-Employed,122678.0,491974.0,24,329.0,0,1
5292,60.0,Female,Single,Employed,206283.0,258874.0,24,795.0,3,1
5293,40.0,Male,Divorced,Unemployed,86025.0,446772.0,24,490.0,1,1
5294,50.0,Female,Married,Employed,86520.0,293750.0,24,486.0,1,1
5295,,Male,Married,Self-Employed,,,60,,0,0
5296,23.0,Female,Married,Self-Employed,77202.0,481192.0,72,619.0,0,1
5297,48.0,Female,Single,Employed,120086.0,138332.0,36,668.0,0,0
5298,46.0,Female,Married,Self-Employed,34959.0,166339.0,36,596.0,0,0
5299,50.0,Female,Married,Self-Employed,189823.0,490754.0,24,499.0,4,1
5300,33.0,Male,Widowed,Unemployed,152941.0,194441.0,36,678.0,3,1
5301,33.0,Male,Divorced,Employed,64264.0,448276.0,72,379.0,1,1
5302,22.0,Male,Single,Unemployed,50268.0,21833.0,12,746.0,4,0
5303,,Female,Widowed,Employed,,,12,,0,0
5304,69.0,Male,Single,Unemployed,190678.0,8498.0,36,558.0,2,0
5305,58.0,Male,Widowed,Self-Employed,164622.0,392884.0,24,843.0,2,0
5306,22.0,Male,Divorced,Employed,156774.0,201382.0,48,420.0,3,1
5307,56.0,Male,Widowed,Employed,98563.0,444945.0,72,354.0,1,0
5308,46.0,Female,Single,Employed,130164.0,15518.0,24,792.0,1,0
5309,31.0,Female,Married,Employed,212817.0,214109.0,60,317.0,3,0
5310,28.0,Male,Married,Self-Employed,249351.0,27254.0,48,608.0,0,1
5311,64.0,Male,Divorced,Self-Employed,44459.0,235684.0,72,409.0,0,0
5312,60.0,Male,Single,Self-Employed,76782.0,86438.0,60,630.0,1,1
5313,63.0,Female,Single,Unemployed,238894.0,235093.0,36,563.0,1,0
5314,42.0,Female,Single,Self-Employed,157104.0,423761.0,60,567.0,1,0
5315,,Female,Divorced,Unemployed,,,36,,0,1
5316,28.0,Male,Married,Unemployed,146187.0,216978.0,60,749.0,2,0
5317,49.0,Female,Widowed,Self-Employed,228162.0,265966.0,48,596.0,3,0
5318,60.0,Female,Divorced,Self-Employed,199173.0,454582.0,60,436.0,3,1
5319,46.0,Female,Widowed,Self-Employed,80109.0,258442.0,24,696.0,4,1
5320,50.0,Female,Married,Unemployed,32470.0,182793.0,36,483.0,4,1
5321,37.0,Female,Divorced,Employed,23770.0,326973.0,12,711.0,2,1
5322,40.0,Male,Married,Self-Employed,178340.0,360911.0,60,619.0,1,0
5323,,Male,Widowed,Unemployed,,,36,,2,0
5324,66.0,Male,Single,Unemployed,181155.0,14642.0,12,716.0,4,0
5325,63.0,Male,Single,Self-Employed,28958.0,350519.0,36,389.0,4,1
5326,27.0,Female,Widowed,Unemployed,133806.0,94217.0,36,740.0,3,1
5327,36.0,Male,Single,Self-Employed,28806.0,462749.0,12,374.0,2,0
5328,65.0,Male,Widowed,Unemployed,52162.0,208643.0,12,566.0,0,0
5329,,Male,Divorced,Employed,,,48,,4,0
5330,68.0,Female,Divorced,Unemployed,185961.0,189454.0,72,782.0,3,1
5331,47.0,Male,Divorced,Self-Employed,47702.0,431515.0,60,327.0,1,0
5332,43.0,Female,Single,Employed,186849.0,171107.0,60,641.0,2,1
5333,44.0,Female,Married,Self-Employed,204043.0,382164.0,36,725.0,4,1
5334,29.0,Female,Single,Unemployed,27739.0,124937.0,24,834.0,0,1
5335,55.0,Male,Single,Employed,44599.0,159655.0,24,709.0,4,0
5336,40.0,Female,Married,Employed,56827.0,289249.0,72,584.0,0,1
5337,57.0,Male,Married,Unemployed,96821.0,479882.0,36,405.0,2,1
5338,62.0,Male,Married,Employed,116683.0,18736.0,48,803.0,0,0
5339,37.0,Male,Married,Employed,246335.0,47281.0,12,345.0,0,0
5340,67.0,Female,Single,Employed,88446.0,84351.0,36,746.0,3,1
5341,51.0,Female,Widowed,Self-Employed,231282.0,94932.0,60,443.0,2,1
5342,28.0,Male,Divorced,Self-Employed,103890.0,422528.0,24,836.0,4,0
5343,35.0,Female,Widowed,Employed,247284.0,344924.0,24,361.0,1,0
5344,51.0,Female,Single,Unemployed,242722.0,178740.0,24,381.0,2,0
5345,50.0,Female,Married,Unemployed,43039.0,60652.0,48,635.0,2,1
5346,66.0,Male,Divorced,Self-Employed,146021.0,398174.0,60,510.0,1,1
5347,40.0,Female,Divorced,Unemployed,196001.0,278862.0,48,699.0,4,0
5348,59.0,Female,Widowed,Employed,117367.0,480536.0,12,646.0,3,0
5349,32.0,Male,Single,Unemployed,63884.0,101219.0,36,497.0,4,1
5350,69.0,Female,Single,Self-Employed,176218.0,388871.0,36,676.0,1,1
5351,37.0,Male,Single,Self-Employed,65819.0,246198.0,24,461.0,4,1
5352,,Female,Divorced,Employed,,,24,,2,1
5353,50.0,Female,Widowed,Self-Employed,233704.0,429644.0,12,726.0,3,0
5354,49.0,Female,Divorced,Self-Employed,182380.0,238367.0,48,343.0,0,1
5355,39.0,Female,Divorced,Self-Employed,164126.0,194894.0,72,790.0,4,0
5356,66.0,Female,Married,Unemployed,99606.0,162562.0,72,578.0,0,1
5357,31.0,Female,Widowed,Self-Employed,127789.0,448425.0,72,445.0,3,0
5358,54.0,Male,Married,Unemployed,72018.0,242309.0,60,368.0,0,1
5359,27.0,Female,Single,Self-Employed,46250.0,943485.0,12,821.0,4,1
5360,64.0,Female,Divorced,Self-Employed,165485.0,46001.0,36,410.0,1,0
5361,54.0,Female,Widowed,Unemployed,97391.0,444072.0,36,848.0,2,0
5362,40.0,Male,Single,Unemployed,58921.0,392194.0,48,354.0,2,0
5363,58.0,Male,Widowed,Employed,91123.0,283554.0,12,522.0,0,1
5364,44.0,Male,Divorced,Employed,94363.0,57685.0,60,823.0,2,1
5365,,Female,Widowed,Unemployed,,,12,,2,1
5366,52.0,Female,Single,Self-Employed,207937.0,473114.0,12,563.0,1,0
5367,35.0,Male,Married,Employed,117400.0,388461.0,48,843.0,0,0
5368,57.0,Male,Divorced,Unemployed,116847.0,94547.0,60,767.0,1,0
5369,40.0,Male,Married,Unemployed,26861.0,470794.0,72,486.0,1,0
5370,23.0,Female,Divorced,Self-Employed,96340.0,161358.0,36,642.0,3,1
5371,57.0,Male,Single,Unemployed,165051.0,147463.0,24,398.0,0,1
5372,60.0,Female,Divorced,Employed,217905.0,294143.0,72,605.0,1,0
5373,28.0,Female,Married,Self-Employed,133049.0,400234.0,60,498.0,4,1
5374,60.0,Female,Divorced,Unemployed,20357.0,17952.0,36,453.0,2,0
5375,,Male,Single,Unemployed,,,72,,0,0
5376,43.0,Female,Divorced,Self-Employed,67201.0,485014.0,48,658.0,3,0
5377,60.0,Male,Married,Self-Employed,205326.0,417498.0,60,698.0,1,0
5378,31.0,Male,Single,Self-Employed,102160.0,355139.0,60,675.0,4,1
5379,66.0,Male,Married,Employed,30796.0,105351.0,36,627.0,2,0
5380,28.0,Male,Divorced,Employed,43238.0,190426.0,36,571.0,2,0
5381,49.0,Female,Widowed,Unemployed,114176.0,22942.0,12,594.0,4,1
5382,50.0,Female,Married,Unemployed,202050.0,459154.0,12,694.0,0,1
5383,30.0,Female,Divorced,Self-Employed,60883.0,6722.0,60,771.0,2,0
5384,59.0,Female,Widowed,Unemployed,248465.0,435036.0,24,847.0,2,0
5385,48.0,Male,Widowed,Unemployed,105478.0,465403.0,48,317.0,2,0
5386,69.0,Male,Single,Self-Employed,89396.0,265769.0,36,376.0,1,0
5387,56.0,Male,Widowed,Employed,24447.0,485358.0,12,348.0,1,0
5388,33.0,Male,Married,Employed,40523.0,432762.0,48,797.0,2,1
5389,52.0,Female,Married,Employed,215151.0,463246.0,72,725.0,3,0
5390,56.0,Male,Widowed,Unemployed,215895.0,396529.0,72,428.0,2,0
5391,57.0,Female,Divorced,Self-Employed,200361.0,71219.0,60,818.0,0,1
5392,46.0,Male,Married,Employed,155921.0,374919.0,36,603.0,3,1
5393,42.0,Male,Married,Unemployed,175790.0,261246.0,72,411.0,0,0
5394,24.0,Male,Single,Self-Employed,125471.0,416610.0,36,662.0,4,0
5395,51.0,Male,Divorced,Employed,107862.0,456775.0,12,365.0,4,0
5396,38.0,Female,Widowed,Employed,224074.0,444921.0,72,330.0,1,0
5397,58.0,Female,Divorced,Self-Employed,80977.0,482718.0,24,594.0,1,0
5398,44.0,Female,Single,Unemployed,108325.0,424685.0,72,618.0,1,0
5399,43.0,Female,Single,Unemployed,178207.0,341185.0,36,313.0,4,0
5400,42.0,Male,Divorced,Employed,181334.0,110747.0,24,541.0,0,0
5401,22.0,Male,Single,Self-Employed,148422.0,328482.0,48,652.0,3,0
5402,51.0,Female,Single,Unemployed,241043.0,10492.0,72,547.0,1,1
5403,31.0,Female,Single,Self-Employed,54787.0,415043.0,36,767.0,4,0
5404,48.0,Male,Divorced,Self-Employed,35689.0,121359.0,72,687.0,1,1
5405,66.0,Male,Single,Employed,190932.0,163564.0,72,741.0,2,0
5406,52.0,Female,Widowed,Self-Employed,137537.0,204874.0,36,641.0,3,1
5407,25.0,Female,Widowed,Self-Employed,70344.0,207517.0,24,815.0,0,0
5408,58.0,Female,Married,Self-Employed,87891.0,148941.0,12,344.0,1,0
5409,30.0,Male,Widowed,Unemployed,202730.0,175854.0,72,718.0,2,1
5410,60.0,Female,Married,Employed,117464.0,420079.0,60,502.0,2,1
5411,66.0,Female,Divorced,Employed,85869.0,198059.0,48,838.0,3,1
5412,44.0,Female,Single,Self-Employed,186402.0,442271.0,36,685.0,4,1
5413,55.0,Female,Widowed,Self-Employed,100312.0,209427.0,72,659.0,4,0
5414,64.0,Female,Married,Unemployed,211136.0,296280.0,12,767.0,1,0
5415,68.0,Male,Divorced,Employed,47014.0,386973.0,36,504.0,1,0
5416,43.0,Female,Married,Unemployed,54563.0,281981.0,72,546.0,4,0
5417,37.0,Male,Single,Employed,166342.0,80592.0,48,348.0,0,1
5418,21.0,Female,Widowed,Unemployed,182351.0,398931.0,60,665.0,0,0
5419,51.0,Female,Divorced,Self-Employed,118557.0,153347.0,36,552.0,2,1
5420,51.0,Female,Married,Unemployed,154729.0,25191.0,72,377.0,3,0
5421,62.0,Male,Divorced,Self-Employed,109422.0,480636.0,24,716.0,0,0
5422,62.0,Male,Married,Employed,127919.0,327270.0,12,334.0,1,0
5423,54.0,Male,Married,Employed,219845.0,450008.0,60,737.0,0,0
5424,29.0,Female,Single,Self-Employed,152099.0,247070.0,36,611.0,3,1
5425,42.0,Female,Single,Employed,165271.0,260305.0,72,442.0,1,1
5426,33.0,Male,Married,Unemployed,136854.0,276038.0,60,496.0,3,0
5427,45.0,Male,Widowed,Self-Employed,196026.0,351397.0,24,559.0,4,1
5428,68.0,Female,Divorced,Employed,99317.0,89114.0,36,665.0,3,0
5429,38.0,Male,Divorced,Unemployed,35120.0,28321.0,60,491.0,3,1
5430,32.0,Female,Single,Unemployed,207884.0,113505.0,36,786.0,3,0
5431,60.0,Male,Widowed,Employed,109825.0,29959.0,36,833.0,1,0
5432,37.0,Male,Married,Employed,25983.0,408731.0,60,323.0,3,0
5433,35.0,Male,Single,Unemployed,86629.0,472829.0,36,374.0,3,0
5434,62.0,Female,Married,Self-Employed,90325.0,70196.0,24,693.0,2,0
5435,35.0,Female,Married,Employed,153984.0,157515.0,60,757.0,1,0
5436,35.0,Male,Single,Employed,67879.0,189622.0,72,409.0,3,0
5437,59.0,Female,Widowed,Self-Employed,172945.0,474195.0,60,389.0,0,0
5438,33.0,Female,Divorced,Self-Employed,34332.0,173280.0,24,336.0,3,1
5439,37.0,Female,Single,Employed,167636.0,137855.0,24,606.0,0,1
5440,52.0,Female,Widowed,Self-Employed,97795.0,83649.0,24,361.0,4,1
5441,29.0,Male,Married,Unemployed,127716.0,338065.0,72,604.0,4,0
5442,60.0,Female,Single,Unemployed,171598.0,143054.0,72,478.0,1,0
5443,40.0,Female,Divorced,Unemployed,216553.0,368031.0,36,839.0,1,0
5444,46.0,Male,Divorced,Employed,203847.0,244297.0,36,743.0,4,0
5445,47.0,Female,Married,Self-Employed,106649.0,477159.0,48,818.0,1,0
5446,41.0,Female,Single,Unemployed,167078.0,282460.0,36,335.0,0,0
5447,38.0,Female,Divorced,Self-Employed,41643.0,488590.0,24,777.0,0,0
5448,,Male,Single,Unemployed,,,48,,2,0
5449,36.0,Male,Divorced,Self-Employed,83128.0,380796.0,24,329.0,1,0
5450,29.0,Female,Married,Unemployed,62523.0,492154.0,12,602.0,1,1
5451,32.0,Female,Married,Unemployed,246730.0,466182.0,72,646.0,2,1
5452,64.0,Male,Single,Unemployed,90220.0,125357.0,60,810.0,3,0
5453,58.0,Male,Widowed,Unemployed,224462.0,110364.0,12,816.0,0,0
5454,39.0,Male,Widowed,Unemployed,72784.0,270080.0,72,364.0,3,1
5455,27.0,Female,Married,Unemployed,107893.0,344544.0,72,752.0,2,1
5456,55.0,Female,Divorced,Unemployed,79701.0,226723.0,24,828.0,1,1
5457,68.0,Male,Widowed,Unemployed,169018.0,79843.0,36,668.0,3,0
5458,38.0,Female,Married,Unemployed,164199.0,273853.0,60,336.0,1,0
5459,36.0,Female,Divorced,Self-Employed,136101.0,231462.0,36,680.0,2,0
5460,,Female,Divorced,Self-Employed,,,36,,4,1
5461,24.0,Female,Widowed,Employed,180476.0,44384.0,60,545.0,1,1
5462,45.0,Female,Married,Unemployed,239496.0,302331.0,60,849.0,3,0
5463,52.0,Female,Divorced,Self-Employed,37401.0,334079.0,12,550.0,3,0
5464,60.0,Female,Divorced,Self-Employed,166500.0,47536.0,24,645.0,2,0
5465,33.0,Male,Single,Self-Employed,121958.0,383916.0,36,771.0,3,1
5466,65.0,Male,Single,Self-Employed,132046.0,422404.0,24,421.0,0,1
5467,37.0,Male,Widowed,Self-Employed,84372.0,281389.0,24,625.0,1,0
5468,69.0,Male,Single,Self-Employed,31971.0,378426.0,48,827.0,0,0
5469,57.0,Male,Married,Employed,108018.0,224979.0,12,420.0,2,0
5470,,Male,Widowed,Self-Employed,,,36,,0,1
5471,,Male,Widowed,Employed,,,72,,0,1
5472,33.0,Male,Single,Employed,36565.0,485445.0,60,429.0,1,0
5473,46.0,Male,Divorced,Unemployed,26829.0,170375.0,60,551.0,1,0
5474,34.0,Female,Married,Unemployed,96023.0,222745.0,24,659.0,4,1
5475,51.0,Female,Married,Unemployed,186507.0,177121.0,12,729.0,0,0
5476,24.0,Male,Married,Self-Employed,249233.0,348045.0,12,346.0,1,0
5477,59.0,Female,Widowed,Unemployed,101823.0,192272.0,36,800.0,0,0
5478,28.0,Female,Married,Self-Employed,58941.0,346130.0,36,724.0,0,1
5479,45.0,Male,Divorced,Self-Employed,193531.0,74726.0,24,674.0,2,1
5480,33.0,Male,Divorced,Unemployed,199048.0,383486.0,24,410.0,2,0
5481,52.0,Male,Single,Unemployed,131539.0,178933.0,24,526.0,0,0
5482,58.0,Female,Married,Employed,230271.0,179711.0,48,338.0,2,0
5483,58.0,Female,Widowed,Employed,29176.0,291081.0,12,434.0,1,1
5484,48.0,Male,Single,Self-Employed,71516.0,195586.0,24,594.0,0,1
5485,50.0,Female,Divorced,Self-Employed,166144.0,471204.0,12,333.0,2,0
5486,23.0,Female,Married,Unemployed,222124.0,390389.0,72,727.0,1,0
5487,48.0,Female,Divorced,Unemployed,117368.0,271104.0,60,367.0,0,0
5488,23.0,Male,Single,Employed,170761.0,306746.0,60,498.0,0,0
5489,65.0,Female,Divorced,Unemployed,169671.0,493937.0,12,558.0,2,0
5490,54.0,Female,Married,Self-Employed,145670.0,146636.0,72,436.0,1,1
5491,36.0,Female,Married,Unemployed,102045.0,332677.0,60,680.0,0,1
5492,42.0,Female,Single,Employed,186460.0,314654.0,60,823.0,0,0
5493,,Female,Married,Self-Employed,,,60,,4,1
5494,58.0,Female,Divorced,Employed,70603.0,67335.0,36,583.0,0,0
5495,28.0,Female,Divorced,Employed,94736.0,428735.0,72,757.0,4,1
5496,28.0,Male,Widowed,Self-Employed,45789.0,401926.0,36,434.0,4,0
5497,26.0,Male,Widowed,Employed,228504.0,68564.0,12,381.0,1,0
5498,34.0,Female,Widowed,Unemployed,238539.0,134257.0,12,508.0,3,0
5499,52.0,Male,Divorced,Unemployed,108623.0,120517.0,48,702.0,4,0
5500,55.0,Female,Divorced,Employed,240361.0,64977.0,36,487.0,1,0
5501,30.0,Female,Single,Unemployed,72282.0,109931.0,12,792.0,2,0
5502,23.0,Female,Widowed,Employed,53464.0,463191.0,36,554.0,4,0
5503,32.0,Male,Divorced,Unemployed,218878.0,455830.0,48,622.0,3,1
5504,69.0,Female,Single,Employed,242699.0,275132.0,12,724.0,2,0
5505,51.0,Female,Divorced,Unemployed,61994.0,171826.0,12,714.0,4,0
5506,49.0,Male,Single,Self-Employed,232668.0,360794.0,12,466.0,4,1
5507,25.0,Male,Widowed,Self-Employed,127309.0,263516.0,12,784.0,3,1
5508,45.0,Female,Widowed,Unemployed,143189.0,290218.0,24,735.0,0,0
5509,61.0,Male,Widowed,Employed,111123.0,288342.0,72,831.0,3,0
5510,51.0,Male,Divorced,Unemployed,246337.0,343189.0,72,780.0,1,0
5511,41.0,Female,Divorced,Employed,45594.0,161252.0,36,479.0,1,0
5512,40.0,Female,Single,Unemployed,203635.0,53068.0,36,370.0,3,0
5513,59.0,Female,Married,Unemployed,138406.0,115969.0,36,740.0,3,0
5514,42.0,Male,Married,Self-Employed,231424.0,21560.0,48,438.0,3,1
5515,24.0,Male,Widowed,Employed,125021.0,178746.0,24,401.0,3,0
5516,33.0,Male,Married,Employed,237912.0,332296.0,36,767.0,3,0
5517,65.0,Female,Widowed,Employed,48386.0,128516.0,36,582.0,4,0
5518,62.0,Male,Single,Employed,86652.0,175010.0,12,328.0,2,1
5519,69.0,Male,Married,Employed,114835.0,302535.0,12,317.0,1,0
5520,40.0,Female,Married,Self-Employed,118123.0,295875.0,12,807.0,1,1
5521,33.0,Female,Widowed,Unemployed,37540.0,351842.0,36,319.0,2,0
5522,37.0,Female,Single,Employed,133483.0,381024.0,12,625.0,3,1
5523,56.0,Male,Married,Employed,53756.0,123440.0,36,655.0,2,0
5524,53.0,Female,Married,Unemployed,194498.0,423452.0,48,732.0,3,0
5525,21.0,Male,Married,Self-Employed,156659.0,435349.0,48,698.0,1,1
5526,35.0,Male,Single,Self-Employed,234820.0,212987.0,60,317.0,0,1
5527,33.0,Female,Single,Self-Employed,232411.0,9340.0,24,849.0,1,1
5528,37.0,Female,Married,Unemployed,109792.0,75291.0,12,675.0,1,1
5529,44.0,Female,Widowed,Unemployed,69039.0,53731.0,72,639.0,0,0
5530,28.0,Female,Widowed,Self-Employed,161341.0,193500.0,12,449.0,2,0
5531,47.0,Female,Married,Self-Employed,26088.0,319966.0,24,532.0,4,0
5532,65.0,Male,Single,Unemployed,120649.0,309010.0,24,403.0,3,0
5533,43.0,Male,Married,Self-Employed,62044.0,381439.0,60,520.0,3,0
5534,66.0,Male,Single,Employed,178153.0,221513.0,24,325.0,1,0
5535,28.0,Female,Married,Unemployed,212460.0,219867.0,36,363.0,0,1
5536,28.0,Male,Single,Self-Employed,161615.0,363935.0,12,553.0,1,0
5537,46.0,Female,Divorced,Employed,23005.0,107262.0,24,548.0,1,0
5538,67.0,Female,Widowed,Unemployed,57203.0,236512.0,36,430.0,2,0
5539,33.0,Male,Divorced,Unemployed,36220.0,245164.0,24,329.0,3,1
5540,59.0,Male,Widowed,Employed,128991.0,308957.0,72,309.0,4,1
5541,57.0,Female,Single,Unemployed,52696.0,495366.0,36,388.0,0,0
5542,69.0,Male,Divorced,Self-Employed,230755.0,464258.0,48,729.0,4,1
5543,,Female,Widowed,Unemployed,,,36,,0,1
5544,45.0,Male,Married,Self-Employed,199056.0,485526.0,60,426.0,3,1
5545,,Male,Single,Employed,,,36,,2,0
5546,,Male,Single,Employed,,,24,,4,0
5547,38.0,Male,Married,Unemployed,170018.0,454118.0,48,817.0,0,0
5548,37.0,Male,Married,Employed,234564.0,106354.0,48,350.0,1,1
5549,50.0,Female,Widowed,Employed,43471.0,281927.0,36,697.0,3,1
5550,59.0,Male,Single,Unemployed,133298.0,232870.0,24,613.0,2,1
5551,33.0,Male,Widowed,Self-Employed,212603.0,356156.0,48,813.0,1,0
5552,52.0,Male,Married,Unemployed,189810.0,335077.0,72,801.0,2,0
